molecule_chembl_id,activity_value_nm,activity_type,relation,smiles,heavy_atoms
CHEMBL103413,12.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl.[O-][Cl+3]([O-])([O-])[O-],39
CHEMBL265534,12.0,Ki,=,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2c(F)c(F)cc(F)c2F)cc1,25
CHEMBL320591,12.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(S(N)(=O)=O)c2)cc1.[O-][Cl+3]([O-])([O-])[O-],45
CHEMBL102904,12.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL296390,12.0,Ki,=,C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,29
CHEMBL161371,12.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NCc2cc(=O)oc3cc(Cl)ccc23)cc1Cl,29
CHEMBL1089967,12.0,Ki,=,NS(=O)(=O)c1ccc(N[C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)cc1,20
CHEMBL541087,12.0,IC50,=,CCCCNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,24
CHEMBL290348,12.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1Cl,42
CHEMBL144982,12.0,Ki,=,CC(/N=C(/S)Nc1ccc(S(N)(=O)=O)cc1)C(=O)O,19
CHEMBL101370,12.0,IC50,=,NS(=O)(=O)c1cc2cc(CNCCF)sc2o1,17
CHEMBL315921,12.0,IC50,=,COc1cccc2sc(S(N)(=O)=O)cc12,15
CHEMBL34768,12.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c(Br)c1,38
CHEMBL23744,12.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)c2cc3ccccc3oc2=O)cc1,25
CHEMBL104000,12.0,IC50,=,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,17
CHEMBL87497,12.0,IC50,=,NS(=O)(=O)c1cc2c(O)cccc2s1,14
CHEMBL313026,12.0,IC50,=,CN(C)Cc1ccc2sc(S(N)(=O)=O)cc2c1,17
CHEMBL1098496,12.3,IC50,=,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccc2)c1,27
CHEMBL555182,12.3,IC50,=,CCN(CC)C1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,21
CHEMBL2392433,12.54,IC50,=,COc1ccc(CNc2ccc(S(N)(=O)=O)cc2)cc1OC,22
CHEMBL310152,12.8,IC50,=,NS(=O)(=O)c1cc2c(s1)SCC(=O)N2,14
CHEMBL2298033,12.94,IC50,=,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)cc1,23
CHEMBL3786442,12.97,IC50,=,CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,18
CHEMBL278295,13.0,Ki,=,NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,24
CHEMBL144766,13.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\c2ccccc2C(=O)O)cc1,23
CHEMBL308631,13.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)c2c(F)c(F)cc(F)c2F)cc1,24
CHEMBL168778,13.0,Ki,=,NS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1,14
CHEMBL32732,13.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c(F)c1,38
CHEMBL467098,13.0,IC50,=,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N)c2)c1-c1ccccc1,35
CHEMBL141346,13.0,Ki,=,NS(=O)(=O)c1nnc(NC(=O)CCNS(=O)(=O)C(F)(F)F)s1,22
CHEMBL168511,13.0,Ki,=,Cc1ccc(NS(N)(=O)=O)cc1,12
CHEMBL23967,13.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,24
CHEMBL44335,13.0,IC50,=,CCCCCCC(O)c1csc(S(N)(=O)=O)c1,17
CHEMBL318486,13.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl.[O-][Cl+3]([O-])([O-])[O-],41
CHEMBL555186,13.0,IC50,=,CC(C)CNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,24
CHEMBL103398,13.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL76626,13.0,Ki,=,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)cc(F)c3F)cc2)cc1,35
CHEMBL3138387,13.0,Ki,=,C[C@H](CCC(=O)/N=c1\sc(S(N)(=O)=O)nn1C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,38
CHEMBL101792,14.0,IC50,=,COCCOCCCNCc1cc2cc(S(N)(=O)=O)oc2s1,22
CHEMBL82806,14.0,IC50,=,NS(=O)(=O)c1cc2ccc(OCC(=O)O)cc2s1,18
CHEMBL2111555,14.0,Ki,=,C[C@H]1O[C@@H](Nc2ccc(S(N)(=O)=O)cc2)[C@H](O)[C@H](O)[C@@H]1O,21
CHEMBL103415,14.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],43
CHEMBL555312,14.0,IC50,=,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O.Cl,26
CHEMBL50929,14.0,IC50,=,NCc1cc2cc(S(N)(=O)=O)sc2s1,14
CHEMBL158090,14.1,Ki,=,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,16
CHEMBL352218,14.2,Ki,=,NS(=O)(=O)c1cc2c(s1)C(O)CCS2,14
CHEMBL143294,15.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,37
CHEMBL513122,15.0,IC50,=,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2ccc(N)cc2)c1-c1ccccc1,35
CHEMBL32096,15.0,Ki,=,NS(=O)(=O)c1ccc(CCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,39
CHEMBL553845,15.0,IC50,=,Cl.NS(=O)(=O)c1cc2cc(CN3CCOCC3)ccc2s1,21
CHEMBL316582,15.0,IC50,=,NS(=O)(=O)c1ccc(CCCCO)cc1,15
CHEMBL342088,15.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N/CC(=O)NCC(=O)O)cc1,22
CHEMBL169869,15.0,Ki,=,Cc1cc(C)[n+](CCc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1.[O-][Cl+3]([O-])([O-])[O-],28
CHEMBL321795,15.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],40
CHEMBL102922,15.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)Nc3cccc(S(N)(=O)=O)c3)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL77517,15.0,IC50,=,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,24
CHEMBL98673,15.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(S(N)(=O)=O)c2)cc1.[O-][Cl+3]([O-])([O-])[O-],47
CHEMBL100748,15.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1.[O-][Cl+3]([O-])([O-])[O-],42
CHEMBL336455,15.0,Ki,=,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,26
CHEMBL167048,15.0,Ki,=,NS(=O)(=O)Nc1ccc(Cl)cc1,12
CHEMBL2111556,15.0,Ki,=,NS(=O)(=O)c1ccc(N[C@@H]2OC[C@@H](O)[C@H](O)[C@@H]2O)cc1,20
CHEMBL343590,15.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1Cl,31
CHEMBL357388,15.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N/C(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)cc1,30
CHEMBL327742,15.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl.[O-][Cl+3]([O-])([O-])[O-],43
CHEMBL83629,15.0,IC50,=,CN(C)CCSCc1ccc2sc(S(N)(=O)=O)cc2c1,20
CHEMBL71000,15.0,Ki,=,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3[nH]cc(Cl)c23)cc1,24
CHEMBL167368,15.0,IC50,=,Cc1c(CCC2CCCCC2)c(=O)oc2cc(OS(N)(=O)=O)ccc12,25
CHEMBL99694,15.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1.[O-][Cl+3]([O-])([O-])[O-],47
CHEMBL306118,15.0,Ki,=,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)cc(F)c3F)cc2)cc1,34
CHEMBL288606,15.0,IC50,=,CCCC/C(=N\O)c1csc(S(N)(=O)=O)c1,16
CHEMBL99697,15.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL96361,15.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1,25
CHEMBL436573,15.0,Ki,=,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,27
CHEMBL344757,15.0,Ki,=,N=C(N)NCCCC(/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)C(=O)O,25
CHEMBL284398,15.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)CC(=O)O)CC(=O)O)c(Cl)c1,49
CHEMBL420961,15.0,IC50,=,NS(=O)(=O)c1nc2ccc(OC(=O)/C=C/c3ccccc3)cc2s1,24
CHEMBL557231,15.0,IC50,=,Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccccc2CNCc2ccccn2)cs1,28
CHEMBL162168,15.0,IC50,=,COc1ccc2cc(S(N)(=O)=O)oc2c1,15
CHEMBL3786873,15.35,IC50,=,CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1,18
CHEMBL4463022,15.97,IC50,=,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OS(=O)(=O)NC(c1ccccc1)c1ccccc1,28
CHEMBL166340,16.0,Ki,=,N#Cc1ccc(NS(N)(=O)=O)cc1,13
CHEMBL317328,16.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1.[O-][Cl+3]([O-])([O-])[O-],44
CHEMBL32982,16.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c(I)c1,38
CHEMBL318101,16.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL287738,16.0,IC50,=,CC(=O)c1csc(S(N)(=O)=O)c1,12
CHEMBL50776,16.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)cc1,28
CHEMBL165362,16.0,IC50,=,COc1ccc2[nH]c(S(N)(=O)=O)cc2c1,15
CHEMBL2112275,16.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC(=O)[O-])CC(=O)[O-])cc1.[Zn+2],48
CHEMBL76563,16.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)cc(F)c2F)cc1,23
CHEMBL145256,16.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\c2ccc(C(=O)O)cc2)cc1,23
CHEMBL545527,16.0,IC50,=,CCN(CC)Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O.Cl,26
CHEMBL141562,16.0,Ki,=,NS(=O)(=O)c1ccc(NNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,26
CHEMBL100760,16.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL140391,16.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,48
CHEMBL1089637,16.0,Ki,=,NS(=O)(=O)c1ccc(N[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)cc1,20
CHEMBL1096823,16.5,IC50,=,CCNC(=O)c1cc(S(N)(=O)=O)ccc1SC1CCCC1,21
CHEMBL318014,17.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL138530,17.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,24
CHEMBL142541,17.0,Ki,=,NS(=O)(=O)c1ccc(CCNC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,26
CHEMBL280417,17.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CCCCC(F)(F)C(F)(F)F)cc1,24
CHEMBL280338,17.0,Ki,=,Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)c1ccccc1,19
CHEMBL286738,17.0,IC50,=,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,21
CHEMBL166446,17.0,Ki,=,NS(=O)(=O)Nc1ccc(I)cc1,12
CHEMBL316957,17.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],45
CHEMBL3786651,17.42,IC50,=,COc1cccc2c1CC[C@H](NC(=O)N(C)C)C2,18
CHEMBL104630,18.0,IC50,=,CC(C)CNCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,20
CHEMBL102068,18.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL344316,18.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\c2cccc(C(=O)O)c2)cc1,23
CHEMBL317249,18.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],42
CHEMBL555588,18.0,IC50,=,CC(C)CNCc1ccccc1S(=O)(=O)c1csc(S(N)(=O)=O)c1.Cl,25
CHEMBL83820,18.0,Ki,=,NS(=O)(=O)c1cc2c(s1)[S+]([O-])CC(=O)N2,15
CHEMBL2111554,18.0,Ki,=,NS(=O)(=O)c1ccc(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,22
CHEMBL330413,18.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c2Cl)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL540554,18.0,IC50,=,CC(C)(C)NCC(O)COc1ccc2cc(S(N)(=O)=O)sc2c1.Cl,24
CHEMBL434860,18.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NCc2cc(=O)oc3cc(Cl)ccc23)c(Cl)c1Cl,30
CHEMBL140007,18.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,34
CHEMBL155420,18.2,Ki,=,NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,16
CHEMBL1095531,18.4,IC50,=,NS(=O)(=O)c1ccc(Sc2c(F)c(F)cc(F)c2F)c(C(=O)NCCc2ccccn2)c1,32
CHEMBL554264,19.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2F)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL166708,19.0,Ki,=,CCOC(=O)c1ccc(NS(N)(=O)=O)cc1,16
CHEMBL336249,19.0,Ki,=,NS(=O)(=O)c1cccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c1,24
CHEMBL6753,19.0,Ki,=,Cn1nc(S(N)(=O)=O)sc1=N,11
CHEMBL77359,19.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)cc(F)c3F)cc2)cc1,33
CHEMBL321281,19.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2cc(Cl)c(S(N)(=O)=O)cc2S(N)(=O)=O)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],33
CHEMBL286449,19.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)CC(=O)O)cc1,49
CHEMBL327964,19.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(N)(=O)=O)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL411850,19.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2nccc(Nc3ccc(S(N)(=O)=O)cc3)n2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL1098349,19.9,IC50,=,CCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1cccc(F)c1,23
CHEMBL104311,20.0,IC50,=,NS(=O)(=O)c1ccc(SCCCO)cc1,15
CHEMBL3137786,20.0,Ki,=,C[C@H](CCC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,44
CHEMBL335337,20.0,Ki,=,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,34
CHEMBL344941,20.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,25
CHEMBL321889,20.0,IC50,=,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,17
CHEMBL32160,20.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c(Cl)c1,38
CHEMBL169789,20.0,Ki,=,Cc1cc(C(C)C)[n+](CCc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1.[O-][Cl+3]([O-])([O-])[O-],30
CHEMBL139539,20.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,37
CHEMBL503194,20.0,IC50,=,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/C(C(=O)c4ccccc4)C(=O)c4ccccc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,56
CHEMBL1086703,20.0,IC50,=,CCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,22
CHEMBL105688,20.0,IC50,=,NS(=O)(=O)c1ccc(CCCO)c(F)c1,15
CHEMBL321553,20.0,IC50,=,COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,21
CHEMBL169188,20.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1Cc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],30
CHEMBL141410,20.0,Ki,=,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,46
CHEMBL356322,20.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\CC(=O)O)cc1,18
CHEMBL1096821,20.2,IC50,=,COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc1ccccc1,26
CHEMBL4456875,20.75,IC50,=,COc1ccccc1C(=O)NC(=S)Nc1cccc(S(N)(=O)=O)c1,24
CHEMBL118,21.0,IC50,=,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,26
CHEMBL76956,21.0,Ki,=,NS(=O)(=O)c1cccc(NC(=O)c2c(F)c(F)cc(F)c2F)c1,23
CHEMBL141363,21.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,49
CHEMBL352535,21.0,Ki,=,Cc1cc(C)[n+](CCc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],26
CHEMBL420096,21.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1I.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL3138151,21.0,Ki,=,C[C@H](CCC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,45
CHEMBL51719,21.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@H](C(=O)O)C(O)c2ccccc2)cc1,25
CHEMBL3137768,21.0,Ki,=,C[C@H](CCC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,44
CHEMBL169684,21.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1Cc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],32
CHEMBL105730,21.0,IC50,=,NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,17
CHEMBL366775,21.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL344055,21.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)F)cc2)cc1,28
CHEMBL354323,21.0,Ki,=,CN(C)c1ccc(NS(N)(=O)=O)cc1,14
CHEMBL166686,21.0,Ki,=,NS(=O)(=O)Nc1ccc(Br)cc1,12
CHEMBL102656,21.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL103361,21.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL1098204,21.3,IC50,=,CCNC(=O)c1cc(S(N)(=O)=O)ccc1Sc1ccccc1,22
CHEMBL1096822,21.5,IC50,=,CC(C)CNC(=O)c1cc(S(N)(=O)=O)ccc1SC(C)C,21
CHEMBL354238,22.0,IC50,=,NS(=O)(=O)c1cc2cc(O)ccc2[nH]1,14
CHEMBL3098847,22.0,IC50,=,NS(=O)(=O)Oc1ccc2c(c1)OC(=O)C1CCCCCC21,21
CHEMBL554012,22.0,IC50,=,CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,24
CHEMBL510182,22.0,IC50,=,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4ccc(O)cc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,46
CHEMBL141757,22.0,Ki,=,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,45
CHEMBL421106,22.0,IC50,=,CCCCCCCCS(=O)(=O)CS(N)(=O)=O,16
CHEMBL3290513,22.86,IC50,=,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1,23
CHEMBL105691,23.0,IC50,=,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,18
CHEMBL2112277,23.0,Ki,=,NS(=O)(=O)c1ccc(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,22
CHEMBL87740,23.0,IC50,=,COc1ccc2sc(S(N)(=O)=O)cc2c1,15
CHEMBL337136,23.0,Ki,=,NS(=O)(=O)c1ccc(NNC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,25
CHEMBL342485,23.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)F)cc2)c1,28
CHEMBL2408077,23.0,IC50,=,Cc1cc(C)nc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4ccccc4oc3=O)cc2)n1,32
CHEMBL108015,23.0,IC50,=,NS(=O)(=O)c1ccc(SCCCO)c([N+](=O)[O-])c1,18
