molecule_chembl_id,activity_value_nm,activity_type,relation,smiles,heavy_atoms
CHEMBL559014,23.0,IC50,=,CN1CCN(Cc2ccccc2S(=O)(=O)c2csc(S(N)(=O)=O)c2)CC1.Cl,27
CHEMBL286297,23.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,38
CHEMBL1098839,23.2,IC50,=,NS(=O)(=O)c1cnc(Sc2c(F)c(F)cc(F)c2F)c(C(=O)NCc2ccccn2)c1,31
CHEMBL355167,24.0,Ki,=,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COC(=O)NS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,25
CHEMBL140452,24.0,Ki,=,NS(=O)(=O)c1ccccc1NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,25
CHEMBL140941,24.0,Ki,=,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)C(F)(F)F,18
CHEMBL104459,24.0,IC50,=,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,16
CHEMBL4792992,24.0,IC50,=,CN(C)CCCN1CCN(C(=S)SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1,29
CHEMBL419536,25.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1I.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL139649,25.0,Ki,=,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)F)n2)cc1,25
CHEMBL2114130,25.0,Ki,=,NS(=O)(=O)c1ccc(N[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)cc1,22
CHEMBL69347,25.0,Ki,=,CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br,15
CHEMBL79608,25.0,IC50,=,CC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1N,21
CHEMBL4103517,25.0,IC50,=,COc1ccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c(OC)c1,39
CHEMBL144537,25.0,Ki,=,NS(=O)(=O)c1ccc(NC(=S)N2CCCC2C(=O)O)cc1,21
CHEMBL319238,25.0,IC50,=,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,19
CHEMBL355157,25.0,IC50,=,Nc1ccc2cc(S(N)(=O)=O)oc2c1,14
CHEMBL163094,25.0,IC50,=,NS(=O)(=O)c1cc2cc3c(cc2[nH]1)OCO3,16
CHEMBL1370332,25.58,IC50,=,COc1ccc(C(=O)NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc1,24
CHEMBL1095204,25.8,IC50,=,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1cccc(F)c1,26
CHEMBL324906,26.0,Ki,=,CCCC(CCC)C(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,26
CHEMBL2408078,26.0,IC50,=,Cc1cc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4ccccc4oc3=O)cc2)no1,30
CHEMBL544826,26.0,IC50,=,CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,25
CHEMBL53607,26.0,Ki,=,NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)cc1,26
CHEMBL1094898,26.6,IC50,=,NS(=O)(=O)c1cnc(Sc2ccccc2)c(C(=O)NCCc2ccccc2)c1,28
CHEMBL1099125,26.7,IC50,=,CCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,23
CHEMBL2336906,26.8,IC50,=,Cc1cc(-c2nnc(Nc3ccc(S(N)(=O)=O)cc3)c3ccccc23)ccc1S(N)(=O)=O,32
CHEMBL140696,27.0,Ki,=,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,31
CHEMBL444608,27.0,Ki,=,NS(=O)(=O)NCCSSCCNS(N)(=O)=O,16
CHEMBL2392426,27.16,IC50,=,Cc1ccc(N2NC(=O)/C(=C/c3cccn3-c3ccc(S(N)(=O)=O)cc3)C2=O)cc1,30
CHEMBL158026,28.0,Ki,=,NS(=O)(=O)c1cc2c(s1)SCCC2O,14
CHEMBL269628,28.0,Ki,=,Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,17
CHEMBL50365,28.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)cc1,25
CHEMBL23681,28.0,Ki,=,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccccc2)cc1,22
CHEMBL539558,29.0,IC50,=,CCCCNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,25
CHEMBL69813,29.0,Ki,=,Nc1c(F)cc(S(N)(=O)=O)cc1I,13
CHEMBL4476621,29.0,IC50,=,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,22
CHEMBL304322,29.0,Ki,=,CC(=O)Nc1ccc(S(N)(=O)=O)cc1F,15
CHEMBL276679,29.5,IC50,=,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,19
CHEMBL104961,30.0,IC50,=,COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,20
CHEMBL318951,30.0,IC50,=,NS(=O)(=O)c1ccc(SCCO)s1,13
CHEMBL84169,30.0,IC50,=,NS(=O)(=O)c1nc2ccc(OC(=O)Cc3ccccc3)cc2s1,23
CHEMBL328410,30.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL7146,30.0,Ki,=,Nc1ccc(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,23
CHEMBL351044,30.0,Ki,=,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(F)c1,25
CHEMBL350086,30.0,IC50,=,NS(=O)(=O)c1cc2ccc(O)cc2[nH]1,14
CHEMBL295343,30.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)cc1,24
CHEMBL171031,30.0,Ki,=,Cc1cc(C)[n+](Cc2ccc(S(N)(=O)=O)cc2)c(C)c1C.[O-][Cl+3]([O-])([O-])[O-],26
CHEMBL347369,30.5,Ki,=,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,16
CHEMBL3415379,31.0,IC50,=,CCN[C@H]1C[C@H](CCCO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21,25
CHEMBL103194,31.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL3415383,31.0,IC50,=,CCN[C@H]1CN(CCCO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21,25
CHEMBL3137791,32.0,Ki,=,C[C@H](CCC(=O)Nc1ccc(S(N)(=O)=O)cc1I)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,38
CHEMBL164189,32.0,IC50,=,CC(=O)Oc1ccc2cc(S(N)(=O)=O)[nH]c2c1,17
CHEMBL79472,32.0,IC50,=,CC(C)(C)C(=O)Nc1c(OC(=O)C(C)(C)C)ccc2nc(S(N)(=O)=O)sc12,27
CHEMBL102316,32.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],37
CHEMBL70873,32.0,Ki,=,Nc1c(F)cc(S(N)(=O)=O)cc1Cl,13
CHEMBL344888,32.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl,44
CHEMBL169486,32.0,Ki,=,NS(=O)(=O)Nc1c(F)c(F)c(F)c(F)c1F,16
CHEMBL347252,33.0,Ki,=,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(Br)c1,25
CHEMBL4786423,33.0,IC50,=,CN(C)CCN1CCN(C(=S)SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1,28
CHEMBL303648,33.0,Ki,=,Nc1c(F)cc(S(N)(=O)=O)cc1Br,13
CHEMBL266026,33.0,Ki,=,Nc1ccc(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1,22
CHEMBL2408074,33.0,IC50,=,NS(=O)(=O)c1ccc(/N=C/c2c(Cl)c3ccccc3oc2=O)cc1,24
CHEMBL148426,33.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\CCc2c[nH]cn2)cc1,21
CHEMBL2392428,33.13,IC50,=,CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C\C=C\c1ccccc1,26
CHEMBL2392429,33.92,IC50,=,NS(=O)(=O)c1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)cc1,26
CHEMBL100757,34.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)OCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL4075252,34.0,IC50,=,COc1cccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c1OC,39
CHEMBL3137767,34.0,Ki,=,C[C@H](CCC(=O)Nc1ccc(S(N)(=O)=O)cc1Br)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,39
CHEMBL35385,34.0,Ki,=,NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)OCCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)CC(=O)O)cc1,51
CHEMBL1086834,34.6,IC50,=,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccc(F)c(F)c1,27
CHEMBL140880,35.0,Ki,=,NS(=O)(=O)c1ccccc1NC(=O)c1c(F)c(F)c(F)c(F)c1F,24
CHEMBL140692,35.0,Ki,=,NS(=O)(=O)c1ccc(CCOS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,27
CHEMBL323550,35.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],39
CHEMBL343047,35.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl,43
CHEMBL1098205,35.9,IC50,=,NS(=O)(=O)c1ccc(Oc2ccccc2)c(C(=O)NCc2ccccc2)c1,27
CHEMBL111360,36.0,Ki,=,CCCC(CCC)C(=O)Nc1ccc(S(N)(=O)=O)cc1Br,21
CHEMBL541597,36.0,IC50,=,CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,25
CHEMBL103407,36.0,Ki,=,Cc1cc(C)[n+](CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],30
CHEMBL417656,36.0,IC50,=,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1,22
CHEMBL49182,36.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NC(C(=O)O)c2ccccc2)cc1,23
CHEMBL348978,36.0,Ki,=,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(I)c1,25
CHEMBL168910,36.0,Ki,=,NS(=O)(=O)Nc1ccc2ccccc2c1,15
CHEMBL329756,36.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL300020,36.0,Ki,=,NS(=O)(=O)c1cc(C(=O)NCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)ccc1Cl,29
CHEMBL139940,36.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)c1,34
CHEMBL106848,37.0,IC50,=,NS(=O)(=O)c1ccc(SCCO)cc1,14
CHEMBL23559,37.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,19
CHEMBL102870,37.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1I.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL17,38.0,Ki,=,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,16
CHEMBL75747,38.0,Ki,=,NS(=O)(=O)c1ccccc1NC(=O)c1c(F)c(F)cc(F)c1F,23
CHEMBL101196,38.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)OCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL52550,38.0,Ki,=,NS(=O)(=O)c1cc(C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)ccc1Cl,35
CHEMBL140554,38.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1Cl,30
CHEMBL319794,39.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)NCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL4747356,39.0,IC50,=,NS(=O)(=O)c1ccc(NC(=O)CSC(=S)N2CCN(c3ccccn3)CC2)cc1,29
CHEMBL6724,40.0,Ki,=,Nc1ccc(S(N)(=O)=O)cc1Br,12
CHEMBL143033,40.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\CCc2ccccn2)cc1,22
CHEMBL445982,40.0,IC50,=,CCOC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)c1ccccc1,53
CHEMBL139763,40.0,Ki,=,NS(=O)(=O)c1ccc(COS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,26
CHEMBL23238,40.0,Ki,=,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccccc2)cc1,21
CHEMBL26,40.0,IC50,=,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,23
CHEMBL300265,40.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)cc1,23
CHEMBL414,40.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)O)cc1,13
CHEMBL466495,40.0,IC50,=,N#Cc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1,39
CHEMBL170875,40.0,Ki,=,Cc1cc(C)[n+](-c2ccc(S(N)(=O)=O)cc2)c(C)c1C.[O-][Cl+3]([O-])([O-])[O-],25
CHEMBL1276023,40.0,IC50,=,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N/N=C(/C(C)=O)C(=O)OC(C)(C)C)c2)c1-c1ccccc1,47
CHEMBL2392424,41.97,IC50,=,NS(=O)(=O)c1ccc(-n2cccc2/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc1,30
CHEMBL358290,42.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\CCc2ccccc2)cc1,22
CHEMBL431742,42.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)O)cc1,21
CHEMBL168976,42.0,Ki,=,CCCc1cc(-c2ccccc2)cc(CCC)[n+]1CCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL317015,42.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)NCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL109142,43.0,Ki,=,CCCC(CCC)C(=O)Nc1ccc(S(N)(=O)=O)cc1I,21
CHEMBL316529,43.0,Ki,=,Cc1cc(C)[n+](CC(=O)NCc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL408857,43.0,Ki,=,NS(=O)(=O)c1ccc(COC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)OCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)CC(=O)O)cc1,49
CHEMBL865,43.0,IC50,=,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,22
CHEMBL49974,43.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NC(Cc2ccc(O)c(O)c2)C(=O)O)cc1,26
CHEMBL2092887,44.0,IC50,=,CC(C)CN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,21
CHEMBL52375,44.0,Ki,=,C[C@H](NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,30
CHEMBL9849,45.0,IC50,=,CC(C)CN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,20
CHEMBL158827,45.0,Ki,=,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(Cl)c1,25
CHEMBL4075581,45.0,IC50,=,COc1cccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c1,37
CHEMBL417728,45.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)cc1,25
CHEMBL162064,45.0,IC50,=,NS(=O)(=O)c1cc2ccccc2[nH]1,13
CHEMBL144667,45.0,Ki,=,NS(=O)(=O)c1ccc(N/C(S)=N\Cc2ccccn2)cc1,21
CHEMBL108389,45.0,Ki,=,CCCC(CCC)C(=O)Nc1ccc(S(N)(=O)=O)cc1F,21
CHEMBL262726,45.0,IC50,=,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,20
CHEMBL319363,45.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2Br)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL1099151,45.9,IC50,=,NCCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1c(F)c(F)cc(F)c1F,29
CHEMBL103757,46.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)OCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],37
CHEMBL441054,47.0,Ki,=,CC(=O)Nc1ccc(S(N)(=O)=O)cc1I,15
CHEMBL3415380,47.0,IC50,=,CCN[C@H]1C[C@H](CCO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21,24
CHEMBL312006,47.5,Ki,=,NS(=O)(=O)c1cc2c(s1)SC(CC(=O)O)C(=O)N2,18
CHEMBL1099124,48.0,IC50,=,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,25
CHEMBL2113714,48.0,Ki,=,CC[C@H](C)[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,21
CHEMBL2392432,48.09,IC50,=,NS(=O)(=O)c1ccc(CNC2CC(=O)N(c3cccc(Br)c3)C2=O)cc1,26
CHEMBL101183,49.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2I)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL168898,49.0,Ki,=,NS(=O)(=O)Nc1cccc(C(=O)c2ccccc2)c1,19
CHEMBL23796,49.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,20
CHEMBL422747,50.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1-c1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],33
CHEMBL170938,50.0,Ki,=,Cc1cc(C)[n+](Cc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],25
CHEMBL344709,50.0,Ki,=,NS(=O)(=O)c1ccc(CCOC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,26
CHEMBL6946,50.0,Ki,=,Nc1ccc(S(=O)(=O)Nc2ccccc2S(N)(=O)=O)cc1,21
CHEMBL3137761,50.0,Ki,=,C[C@H](CCC(=O)Nc1nnc(S(N)(=O)=O)s1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,38
CHEMBL70020,50.0,Ki,=,Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl,13
CHEMBL82865,50.0,IC50,=,COc1cccc2cc(S(N)(=O)=O)sc12,15
CHEMBL1276394,50.0,IC50,=,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(I)c2)c1-c1ccccc1,35
CHEMBL353514,50.0,Ki,=,Cc1cc(C)[n+](Cc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1.[O-][Cl+3]([O-])([O-])[O-],27
CHEMBL107989,50.0,Ki,=,CCCC(CCC)C(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,21
CHEMBL50045,50.0,Ki,=,NS(=O)(=O)c1cc(C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)NCC(=O)O)ccc1Cl,28
CHEMBL140389,51.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1,39
CHEMBL2408079,51.0,IC50,=,Cc1ccnc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4ccccc4oc3=O)cc2)n1,31
CHEMBL298755,51.0,Ki,=,CC(C)C[C@H](NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)C(=O)NCC(=O)O,26
CHEMBL104524,51.0,IC50,=,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,17
CHEMBL336483,51.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1Cl,33
CHEMBL103802,51.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)OCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL53972,52.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,24
CHEMBL3785391,52.08,IC50,=,CN(C)C(=O)NC1CCc2cc(O)ccc2C1,17
CHEMBL1095855,52.8,IC50,=,COc1ccc(CNCc2cc(S(N)(=O)=O)cnc2Sc2ccc(F)c(F)c2)cc1,30
CHEMBL4090618,53.0,IC50,=,COc1ccccc1/C=C/C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=S)Nc1ccc(S(N)(=O)=O)cc1,37
CHEMBL49062,53.0,Ki,=,CC(C)C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,21
CHEMBL140169,54.0,Ki,=,NS(=O)(=O)c1ccc(COC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,25
CHEMBL344861,54.0,Ki,=,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,41
CHEMBL3138150,54.0,Ki,=,C[C@H](CCC(=O)Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,42
CHEMBL430810,54.0,Ki,=,Nc1c(Cl)cc(S(N)(=O)=O)cc1Br,13
CHEMBL141052,55.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1,39
CHEMBL142142,55.0,Ki,=,NS(=O)(=O)c1ccc(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,40
CHEMBL507085,55.0,IC50,=,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)OC(C)(C)C,50
CHEMBL4096770,55.0,IC50,=,COc1cc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,41
CHEMBL1098817,57.1,IC50,=,COCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,24
CHEMBL2408075,58.0,IC50,=,O=c1oc2ccccc2c(Cl)c1/C=N/c1ccc(S(=O)(=O)Nc2nccs2)cc1,29
CHEMBL560175,59.0,IC50,=,COc1cc(O)c(/C=C\C(=O)O)cc1[C@@H](O)CC(C)C,20
CHEMBL4250387,59.0,IC50,=,CCOC(=O)c1cccc(CSCc2ccc(S(N)(=O)=O)cc2)c1,24
CHEMBL23838,59.0,IC50,=,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,18
CHEMBL3785207,59.7,IC50,=,CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1,17
CHEMBL171350,60.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1-c1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL265674,60.0,Ki,=,Nc1nnc(S(N)(=O)=O)s1,10
CHEMBL6853,60.0,Ki,=,Nc1ccc(S(N)(=O)=O)cc1F,12
CHEMBL165245,60.0,IC50,=,COc1ccc2cc(S(N)(=O)=O)[nH]c2c1,15
CHEMBL141965,60.0,Ki,=,NS(=O)(=O)c1ccc(CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,40
CHEMBL422907,60.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1-c1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],31
CHEMBL80096,60.0,IC50,=,CN(C)c1ccc(C(=O)Oc2ccc3nc(S(N)(=O)=O)sc3c2)cc1,25
